133,79
121,85
112,68
3,9
16,0
64,45
78,2
81,25
68,81
23,49
67,54
66,32
53,30
135,86
33,53
71,4
140,38
62,11
18,63
28,9
81,96
35,68
21,25
110,11
1,72
48,64
100,91
59,11
37,43
95,25
50,31
72,92
96,24
38,60
12,24
149,96
76,61
70,82
45,76
143,18
111,68
129,40
135,17
94,26
79,77
36,46
39,49
98,92
36,71
136,27
55,9
61,34
20,4
145,58
89,70
116,73
73,98
122,42
71,74
47,99
62,34
115,65
97,14
132,61
73,53
124,87
142,17
23,40
24,5
7,43
19,22
36,41
54,88
131,26
76,50
83,39
40,28
144,67
33,72
110,96
68,57
6,51
63,41
118,17
19,54
19,91
52,45
66,91
39,5
46,49
26,57
24,81
142,92
97,55
97,12
149,18
58,94
72,28
32,3
142,64
