125,1506
3002,6106
6354,7311
5378,7849
9810,978
5281,5004
5566,3149
2329,7021
5467,9126
7505,3090
4131,1102
7177,9388
2274,268
5962,9885
8121,2685
7361,9628
4720,6177
1000,1971
1682,1761
6011,9215
9208,2869
1702,1517
2947,7749
6460,4538
5890,5069
7251,9873
390,8386
1573,525
5903,9138
103,7152
8136,6117
8744,1253
2275,7394
9337,3329
3233,4742
1625,5431
8073,4891
9899,8056
49,6011
5911,3013
6873,4652
5302,5186
3719,9555
6111,7269
7346,3602
8774,649
3607,589
3837,8194
4092,7341
3210,620
7450,2180
9595,2077
1704,6195
5937,108
7699,838
102,2600
2123,260
7513,2894
1506,1348
4236,6817
8375,4420
6306,5667
2198,5516
674,3566
4334,759
8721,9217
6496,9266
3026,4591
860,524
9148,7249
9825,5725
8590,6199
501,833
9375,103
7079,496
7225,8823
6955,8710
6046,8357
5258,3699
7880,278
8781,5840
8360,964
3846,8785
3611,3661
409,762
4097,4673
9905,4246
4249,3429
2885,8811
6089,2992
5439,9544
5036,5887
7894,2767
5731,521
6053,4785
8934,2075
7761,7284
4086,3927
5359,1843
882,7987
