7225,8634
378,1715
860,524
7675,3404
7789,7196
1915,8339
6715,1266
693,7696
9084,3149
6372,4278
4235,1728
5968,6903
3638,6486
2205,1631
853,4543
7080,3640
102,2600
2802,2912
2899,161
4267,7253
6894,9371
2824,9225
4177,6463
6884,7004
2114,8634
6142,3468
1228,5586
9379,4588
6978,5043
1727,1222
7089,4085
2226,6414
6840,8552
7928,2488
4991,8594
9463,7816
5893,1070
6053,4785
5614,8571
8445,125
2710,580
8099,2928
479,3290
3589,7065
6496,9266
5390,4774
6556,1663
3020,9159
6914,7529
6161,200
1005,706
4249,8729
1490,1303
7582,4716
4817,4883
6866,3370
459,2751
4557,8148
9246,2374
9195,6353
2449,9592
7268,6956
8936,6730
5106,8390
2683,5353
6085,8433
3333,3342
9615,6954
4430,3902
1768,5948
5119,6333
2212,4960
1792,8711
7922,2070
781,5873
9179,414
2194,9275
8792,22
4475,6286
7739,4752
7695,5614
3963,5998
6071,3860
8236,9175
5349,9972
8193,3914
7861,2247
718,8380
4883,7415
2437,4938
3043,2596
2806,1993
8237,8791
4239,2390
7084,4150
8767,2028
6387,4409
3587,6645
9522,2163
9646,7156
8833,6627
5823,6920
8477,9955
8833,3276
7583,1061
5330,5096
1557,1200
7634,529
9654,5019
2986,7716
3233,4742
6503,4935
3236,4760
9613,8285
9220,4304
9217,4737
2471,6234
7313,2445
5535,3606
507,679
631,5835
969,1232
8396,1766
5176,219
774,1522
3234,916
8037,4328
298,3207
18,6842
3251,2456
589,8901
4965,2597
8215,7283
4376,6999
9194,7492
5223,7934
89,6454
6976,6418
4928,8457
3390,1869
5693,4614
2324,5336
7084,9387
2818,7097
2651,7107
7644,8623
4683,6004
398,4287
4595,1084
8122,7683
5001,5263
6621,6555
6151,3885
8827,9893
8212,7132
8799,7478
8984,5487
2231,6565
4441,9512
1428,4299
1702,902
6570,3362
9373,3
8582,4519
2676,7467
7014,3149
8149,550
7177,4645
4228,1519
9844,9095
1506,1348
7605,9699
3836,5644
3542,288
3899,8930
4046,761
8356,2849
18,6496
6111,7269
9686,4252
8136,8403
6192,6011
3076,7698
1259,3366
5870,2782
5167,704
1288,8210
5232,4079
7336,2824
6229,3673
3608,4777
9864,7879
3277,4291
4073,2619
3991,7431
2235,1725
4084,9036
1509,5696
8676,8638
1552,5427
1454,6256
90,3316
7154,1800
3954,200
5554,8607
279,7749
2615,4697
5014,3426
3754,9598
7681,3229
8546,1590
4513,5834
6532,3931
5821,4468
5135,983
1542,5360
5359,1843
1564,3218
6771,1083
7048,9621
8512,7349
231,6154
4686,1767
6958,5018
2471,5473
7250,9094
5690,2318
2913,9376
7225,9764
9890,2044
3865,3145
2279,1710
7391,1168
7078,1296
4913,9097
6174,5619
2112,815
9423,550
8038,9808
845,1227
5701,5237
1581,2144
4478,7654
2288,1602
8911,6730
329,8447
4531,443
2854,1522
9901,4657
6740,6781
4446,5010
218,4623
2866,3611
5985,2238
3290,3879
5564,399
2069,8501
5017,7383
6211,5303
1858,473
8118,832
5895,5238
6924,2407
6260,4604
5597,9525
9574,6497
5221,2974
447,7070
5101,3445
8484,4924
6367,1857
2356,5185
4939,4662
9422,643
2153,1213
4854,4456
7406,2575
4752,1524
2870,5507
1269,7797
6076,5587
9186,8946
2277,7521
7588,7639
7253,7015
9619,4557
5787,5285
732,2792
1254,6026
6901,8409
9317,3407
9685,6890
9362,646
8777,4016
5719,9328
5214,7186
4201,2541
7137,4290
2162,2908
3561,6428
456,8842
7709,3207
3044,5668
1200,1526
8817,1168
9215,2213
1657,7771
496,5225
2362,9527
7864,9771
6012,1067
7526,4880
2952,9253
8479,8827
6067,7301
218,7824
982,5638
7742,6930
5250,3832
730,8394
8391,559
106,96
45,8215
619,1705
6319,9228
1652,6812
169,2020
3459,7007
4989,4917
6263,2901
3850,1805
6656,4927
8154,1682
43,4448
1770,4095
6498,1025
6870,8561
7099,6829
6956,1514
5186,2482
5849,2566
2137,4217
5372,1507
6986,1542
6170,7713
9135,5463
217,7078
6233,5862
1991,216
1285,4533
8441,4095
7276,7920
5684,5412
7342,5615
2188,9382
5962,9885
7889,5915
4251,2893
2578,2398
6742,9030
8293,5157
305,5224
6197,3124
1580,9583
1807,712
6497,7921
6504,8147
7251,7301
8226,2016
3053,5680
9873,4851
4087,1646
4988,8633
7340,610
832,6654
2760,5049
8687,4816
225,5828
3352,9033
5587,8380
1958,5763
638,2783
6469,3991
3333,6234
6890,8283
657,3891
9331,7946
1459,9903
827,6537
9296,4022
2379,6445
7986,9681
7950,5929
2424,1391
4059,9797
7932,624
6081,571
9453,6866
3503,8861
6942,5271
1571,3549
1280,6159
9216,5991
5146,3620
4745,7251
2095,9065
6618,5906
9520,4159
8829,2728
2927,4872
817,2575
8058,5420
8070,7354
5035,6164
6830,1467
2417,1407
2892,2339
4792,4191
6384,945
9617,3825
3612,3685
1121,7859
7556,5933
8050,4105
9351,5545
9972,9056
7382,2731
4146,2064
6386,4310
8004,4923
242,6631
8282,4430
1211,597
1169,1041
7746,8962
9125,9426
7185,9624
44,5773
6108,5303
5138,528
1978,5694
7737,1554
2707,2347
7495,9104
5118,641
5151,1250
6993,4361
1777,3968
3676,4099
4996,7820
1517,2988
1866,8912
879,3799
875,3419
929,2035
8335,7705
6058,1376
1457,3907
1995,8010
1661,421
4526,6017
8177,3520
3377,5760
6342,6324
2335,1546
6002,7067
1486,6614
1266,5323
605,817
8555,7595
4517,8634
4337,9917
5892,6806
1038,6560
896,7884
3321,4602
1766,4558
3642,3563
8353,951
2451,5197
6741,724
4250,6081
4477,2198
1124,634
8676,4429
8459,4340
8994,4452
7407,2357
4638,9243
3079,605
4789,59
8486,7762
3896,6003
5552,5530
7372,2921
1010,2240
5057,4981
3170,4098
3783,476
2862,9193
1025,4761
4704,7143
2042,3317
4757,3823
5415,9290
1285,2036
9266,5818
3912,3169
47,8502
709,7914
2250,1540
661,6577
5334,9273
2424,3744
8989,4789
4782,3395
5629,2818
5950,2604
7011,913
2658,1430
8732,9880
7741,466
3017,9185
4465,8209
9251,5916
8633,7963
7153,2675
8710,4061
690,848
3024,6603
6654,4245
8780,7976
3782,2252
9463,6285
9376,9710
4857,7891
7512,9606
6564,5397
5443,863
9101,9245
9612,626
5826,4060
7101,7788
2724,2248
188,1194
652,1963
3434,3474
6099,1766
6540,5224
9987,3303
102,3655
5706,6767
2823,1166
2195,1771
7368,3853
7139,1133
3298,6818
9843,3226
5003,5653
7703,5445
8173,4543
828,4902
7365,2701
7103,4358
6290,1694
8358,9069
6008,5693
1798,565
4261,3054
562,8584
125,6002
7074,6758
821,560
2379,6683
2768,6553
2841,6076
7872,3540
452,1234
3405,7661
4108,829
8192,9710
8919,3932
3198,7546
2406,6771
4417,9412
5512,1960
8339,4100
4697,9843
1139,9025
5671,6546
8285,2124
7608,3976
561,3187
1863,5228
2929,6603
7155,1681
4672,2908
5978,5436
310,7604
9846,1413
2964,2818
3370,9273
9446,4049
7693,7246
2911,5655
4419,2833
4285,7156
7330,9766
1573,525
3493,4121
6050,3424
5393,4912
4729,512
6958,8547
4613,3150
4882,6229
4263,7839
65,2043
4437,2816
2495,6869
3018,4218
6094,4644
6190,8756
3817,8795
3883,2346
147,7685
7967,2154
4427,359
1602,2779
6726,9894
5166,7385
1126,2234
6576,3264
5426,8390
6176,8899
9979,7546
2005,4637
5651,7069
6582,9660
230,6674
1031,7316
2152,1841
3692,6767
1372,7221
9227,3149
1735,5426
1455,1168
2386,1067
136,2213
5279,7359
4906,3509
4908,9678
5979,2628
8134,3456
6370,8062
5786,5961
2096,5402
9305,9617
3631,4811
6561,6831
8753,2928
8301,8295
5123,3996
9212,8232
1699,4141
5946,3910
4958,742
3283,5248
8077,984
1060,6289
9159,4431
9015,20
2223,2629
4682,1260
8777,2654
3885,5678
3681,6373
539,974
2742,1911
4167,4088
9685,9262
9923,7162
1796,5910
4817,9891
2184,9921
2449,8833
890,8999
4545,1345
9356,8400
6641,872
2940,4671
4326,4159
3811,5937
1779,8688
3814,2262
8828,3050
862,9736
8613,2138
8513,7519
667,9369
6788,4280
1306,8579
4853,3888
8115,9275
4206,8389
4187,8427
9844,6436
5708,4322
5751,3522
8722,9258
3175,4915
601,7735
8228,6771
9522,7259
8374,9406
8031,1076
1080,5824
1679,9615
3547,8315
7057,3598
6482,8437
8855,3887
1128,2856
9870,7835
4354,3047
8653,1076
6608,6210
1928,7952
9486,5380
2275,7394
9802,4600
2595,9180
7126,822
8172,8436
4958,5311
7829,2144
8551,4533
905,7728
5134,6939
9439,4522
9923,1266
9109,4633
3881,1615
2151,5721
5835,6775
8147,1881
4813,2602
4776,6083
100,2629
3021,6437
254,926
7051,9784
8772,9869
7052,4044
7876,9592
9127,9850
1480,2343
6266,4331
1057,7739
1553,2837
9331,9571
1616,9613
3234,204
6350,7444
1488,7110
1741,6800
357,7858
